Категория;Подкатегория;Группа;Подгруппа;Товар;Бренд;Максимальная продажная цена;Средняя цена продажи (руб)
135. Сыры;135.16. Деликатесные, десертные сыры;135.16.23. Сыры голубая плесень;135.16.23.16. Сыры голубая плесень шт;БЗМЖ Сыр с голубой плесенью, 45%, 150г, Мамонтовская сыроварня;ТМ Мамонтовская сыроварня; 349 ; 281 
135. Сыры;135.16. Деликатесные, десертные сыры;135.16.32. Сыры из смешанного, козьего, овечьего молока;135.16.32.16. Сыры из смешанного молока шт;БЗМЖ Кремчиз козий Классикос, 70%, 130 гр;Унагранде; 349 ; 344 
135. Сыры;135.16. Деликатесные, десертные сыры;135.16.32. Сыры из смешанного, козьего, овечьего молока;135.16.32.16. Сыры из смешанного молока шт;БЗМЖ Сыр CnD Мюнстер из коровьего молока 45% 160г Россия;CnD; 349 ;
135. Сыры;135.16. Деликатесные, десертные сыры;135.16.32. Сыры из смешанного, козьего, овечьего молока;135.16.32.16. Сыры из смешанного молока шт;Сыр Кабрита микс Сырных дел мастер из козьего и коровьего молока 50% 200г;Сырных дел мастер; 349 ;
135. Сыры;135.21. Сыры с ЗМЖ;135.21.11. Сыры с ЗМЖ;135.21.11.12. Сыры с ЗМЖ  шт;Продукт на раст основе со вкусом сыра Пармезан Веган Green Idea 26% 200г Россия;Green Idea; 349 ;
135. Сыры;135.10. Сычужные сыры;135.10.12. Сыры сычужные твердые;135.10.12.15. Сыры сычужные твердые шт;БЗМЖ Cыр твердый Peppe Verde 46% 200г;Fratelli Spirini; 344 ;
135. Сыры;135.10. Сычужные сыры;135.10.12. Сыры сычужные твердые;135.10.12.15. Сыры сычужные твердые шт;БЗМЖ Сыр Абонданс Fratelli Spirini 200г;Fratelli Spirini; 344 ;
135. Сыры;135.10. Сычужные сыры;135.10.15. Сыры сычужные полутвердые;135.10.15.15. Сыры сычужные полутвердые шт;БЗМЖ Сыр Laime Light 15% 220г Россия;Laime; 344 ;
135. Сыры;135.10. Сычужные сыры;135.10.15. Сыры сычужные полутвердые;135.10.15.15. Сыры сычужные полутвердые шт;БЗМЖ Сыр полутвердый TOME de BUA 41%, 200г;TOME de BUA; 344 ; 291 
135. Сыры;135.10. Сычужные сыры;135.10.15. Сыры сычужные полутвердые;135.10.15.18. Сыры сычужные полутвердые нарезка шт;БЗМЖ Сыр Чеддер La Paulina, нарезка, 48%, 150г;La PauLina; 344 ; 253 
135. Сыры;135.13. Творожные и рассольные сыры;135.13.12. Фета, брынза;135.13.12.15. Фета, брынза шт;БЗМЖ Сыр рассольный GRECO President 250 г Россия;President; 344 ; 257 
135. Сыры;135.16. Деликатесные, десертные сыры;135.16.20. Сыры белая плесень;135.16.20.20. Бри (шт);БЗМЖ Сыр Бри (Brie) с белым грибом WhiteCheese from Zhukovka мдж 60%, 125г;WhiteCheese from Zhukovka; 344 ; 283 
135. Сыры;135.16. Деликатесные, десертные сыры;135.16.24. Сыры десертные;135.16.24.15. Сыры десертные шт;БЗМЖ Закусочная тарелка Antipasti сет №2 140г Россия;Antipasti; 344 ;
135. Сыры;135.10. Сычужные сыры;135.10.12. Сыры сычужные твердые;135.10.12.15. Сыры сычужные твердые шт;БЗМЖ Сыр Кабош Neerlander Gentle 50%  2 мес 180 г Россия;Кабош; 339 ; 285 
135. Сыры;135.10. Сычужные сыры;135.10.12. Сыры сычужные твердые;135.10.12.15. Сыры сычужные твердые шт;Сыр Грана Падано 250г;Ghidetti; 339 ;
135. Сыры;135.10. Сычужные сыры;135.10.15. Сыры сычужные полутвердые;135.10.15.12. Сыры сычужные полутвердые весовые;Сыр Домашний Арла  1кг;Arla; 339 ;
135. Сыры;135.10. Сычужные сыры;135.10.15. Сыры сычужные полутвердые;135.10.15.15. Сыры сычужные полутвердые шт;БЗМЖ Сыр Гауда 45% 200 г ТМ Киприно Россия;Киприно; 339 ; 256 
135. Сыры;135.10. Сычужные сыры;135.10.15. Сыры сычужные полутвердые;135.10.15.15. Сыры сычужные полутвердые шт;БЗМЖ Сыр Крымчанин пять перцев 50% 130г Россия;Крымчанин; 339 ; 303 
135. Сыры;135.10. Сычужные сыры;135.10.15. Сыры сычужные полутвердые;135.10.15.15. Сыры сычужные полутвердые шт;БЗМЖ Сыр Крымчанин с инжиром 50% 130г Россия;Крымчанин; 339 ; 308 
135. Сыры;135.10. Сычужные сыры;135.10.15. Сыры сычужные полутвердые;135.10.15.15. Сыры сычужные полутвердые шт;БЗМЖ Сыр Крымчанин с копченой паприкой 50% 130г Россия;Крымчанин; 339 ; 312 
135. Сыры;135.10. Сычужные сыры;135.10.15. Сыры сычужные полутвердые;135.10.15.15. Сыры сычужные полутвердые шт;БЗМЖ Сыр Крымчанин с орехом 50% 130г Россия;Крымчанин; 339 ; 305 
135. Сыры;135.10. Сычужные сыры;135.10.15. Сыры сычужные полутвердые;135.10.15.15. Сыры сычужные полутвердые шт;БЗМЖ Сыр Крымчанин с травами и чесноком 50% 130г Россия;Крымчанин; 339 ; 312 
135. Сыры;135.10. Сычужные сыры;135.10.15. Сыры сычужные полутвердые;135.10.15.15. Сыры сычужные полутвердые шт;БЗМЖ Сыр п/тв Соло Лате 50%  Частная сыроварня 200г;Частная сыроварня; 339 ; 287 
135. Сыры;135.10. Сычужные сыры;135.10.15. Сыры сычужные полутвердые;135.10.15.15. Сыры сычужные полутвердые шт;БЗМЖ Сыр Тильзитер 50% 200 г ТМ Киприно Россия;Киприно; 339 ; 232 
135. Сыры;135.13. Творожные и рассольные сыры;135.13.13. Сулугуни, чечил, адыгейский;135.13.13.15. Сулугуни, чечил, адыгейский шт;БЗМЖ Сыр Кавказский Томское молоко мягкий 45% 300гр;Томское молоко; 339 ; 242 
135. Сыры;135.13. Творожные и рассольные сыры;135.13.13. Сулугуни, чечил, адыгейский;135.13.13.15. Сулугуни, чечил, адыгейский шт;Сыр Умалат Сулугуни д/запекания 45% 460г;Умалат; 339 ;
135. Сыры;135.13. Творожные и рассольные сыры;135.13.14. Творожные сыры;135.13.14.22. Маскарпоне (шт);БЗМЖ Сыр Творожный Маскарпоне ТМ Плавыч  400г;Плавыч; 339 ;
135. Сыры;135.13. Творожные и рассольные сыры;135.13.15. Моцарелла;135.13.15.10. Моцарелла, буратта свежая шт.;БЗМЖ Сыр Страчателла Городецкая сыроварня 60% 200г;Городецкая Сыроварня; 339 ; 301 
135. Сыры;135.16. Деликатесные, десертные сыры;135.16.20. Сыры белая плесень;135.16.20.16. Прочие сыры с белой плесенью (шт);БЗМЖ Сыр Калория Черная жемчужина с плесенью 50% 125г Россия;Калория; 339 ; 267 
135. Сыры;135.16. Деликатесные, десертные сыры;135.16.20. Сыры белая плесень;135.16.20.20. Бри (шт);БЗМЖ Сыр Нормандия Бри с белой плесенью 50% 100г Россия;Нормандия; 339 ; 172 
135. Сыры;135.16. Деликатесные, десертные сыры;135.16.23. Сыры голубая плесень;135.16.23.16. Сыры голубая плесень шт;БЗМЖ Сыр Хутор Дороганов с голубой плесенью 50% 100г;Хутор Дороганов; 339 ;
135. Сыры;135.16. Деликатесные, десертные сыры;135.16.24. Сыры десертные;135.16.24.15. Сыры десертные шт;Cырные конфеты Craft Eco Food 6 сыров 63 гр;Craft Eco Food; 339 ; 310 
135. Сыры;135.16. Деликатесные, десертные сыры;135.16.24. Сыры десертные;135.16.24.15. Сыры десертные шт;Cырные конфеты Craft Eco Food Горгонзола и Дор Блю 63гр;Craft Eco Food; 339 ; 294 
135. Сыры;135.21. Сыры с ЗМЖ;135.21.11. Сыры с ЗМЖ;135.21.11.11. Сыры с ЗМЖ  вес;СЗМЖ Продукт сырный Голландский 1кг;Биржевые сыры; 339 ; 308 
135. Сыры;135.21. Сыры с ЗМЖ;135.21.11. Сыры с ЗМЖ;135.21.11.11. Сыры с ЗМЖ  вес;СЗМЖ Продукт сырный Моцарелла 45% кг Пучеж;Пучеж; 339 ;
135. Сыры;135.10. Сычужные сыры;135.10.15. Сыры сычужные полутвердые;135.10.15.15. Сыры сычужные полутвердые шт;БЗМЖ Сыр Белебеевский Бельфор 45% 300г Россия;Белебеевский; 335 ;
135. Сыры;135.10. Сычужные сыры;135.10.12. Сыры сычужные твердые;135.10.12.15. Сыры сычужные твердые шт;БЗМЖ Сыр тв  Гудименто Дель Густо 50% Частная сыроварня 130г;Частная сыроварня; 334 ; 281 
135. Сыры;135.10. Сычужные сыры;135.10.12. Сыры сычужные твердые;135.10.12.15. Сыры сычужные твердые шт;БЗМЖ Сыр тверд Castello Matured Havarti выдерж 45% 250г Россия;Castello; 334 ;
135. Сыры;135.10. Сычужные сыры;135.10.12. Сыры сычужные твердые;135.10.12.15. Сыры сычужные твердые шт;БЗМЖ Сыр твердый Гауда 50% 150гр Россия;Сыроварня Известная; 334 ;
